# A creature's own attacks, as weapons. Kept out of the
# Purchase list by VISIBLE:EXPORT and given to the
# creature by AUTO:EQUIP.

Tentacle	KEY:Creature ~ Aboleth ~ Tentacle	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.258
Rend	KEY:Creature ~ Ancient Red Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|17	BONUS:WEAPON|DAMAGE|10	SOURCEPAGE:SRD 5.2.1, p.319
Bite	KEY:Creature ~ Remorhaz ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|11	BONUS:WEAPON|DAMAGE|7	SOURCEPAGE:SRD 5.2.1, p.319
Beak	KEY:Creature ~ Roc ~ Beak	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:3d12	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|13	BONUS:WEAPON|DAMAGE|9	SOURCEPAGE:SRD 5.2.1, p.320
Talons	KEY:Creature ~ Roc ~ Talons	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:4d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|13	BONUS:WEAPON|DAMAGE|9	SOURCEPAGE:SRD 5.2.1, p.320
Bite	KEY:Creature ~ Roper ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:3d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.320
Bite	KEY:Creature ~ Rust Monster ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.320
Claw	KEY:Creature ~ Sahuagin Warrior ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.321
Flame Spear	KEY:Creature ~ Salamander ~ Flame Spear	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	RANGE:20	FACT:ShortRange|20	FACT:LongRange|60	SOURCEPAGE:SRD 5.2.1, p.321
Hooves	KEY:Creature ~ Satyr ~ Hooves	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.321
Shortsword	KEY:Creature ~ Scout ~ Shortsword	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.322
Longbow	KEY:Creature ~ Scout ~ Longbow	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	RANGE:150	FACT:ShortRange|150	FACT:LongRange|600	SOURCEPAGE:SRD 5.2.1, p.322
Claw	KEY:Creature ~ Sea Hag ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.322
Draining Swipe	KEY:Creature ~ Shadow ~ Draining Swipe	TYPE:Weapon.Natural.Melee.Necrotic	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.322
Charged Tendril	KEY:Creature ~ Shambling Mound ~ Charged Tendril	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.323
Fist	KEY:Creature ~ Shield Guardian ~ Fist	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.323
Rend	KEY:Creature ~ Silver Dragon Wyrmling ~ Rend	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.324
Rend	KEY:Creature ~ Young Silver Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.324
Rend	KEY:Creature ~ Adult Silver Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|13	BONUS:WEAPON|DAMAGE|8	SOURCEPAGE:SRD 5.2.1, p.324
Rend	KEY:Creature ~ Ancient Silver Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|17	BONUS:WEAPON|DAMAGE|10	SOURCEPAGE:SRD 5.2.1, p.325
Shortsword	KEY:Creature ~ Skeleton ~ Shortsword	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.325
Shortbow	KEY:Creature ~ Skeleton ~ Shortbow	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	RANGE:80	FACT:ShortRange|80	FACT:LongRange|320	SOURCEPAGE:SRD 5.2.1, p.325
Hooves	KEY:Creature ~ Warhorse Skeleton ~ Hooves	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.326
Gore	KEY:Creature ~ Minotaur Skeleton ~ Gore	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.326
Slam	KEY:Creature ~ Minotaur Skeleton ~ Slam	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.326
Flying Sword	KEY:Creature ~ Solar ~ Flying Sword	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:4d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|15	BONUS:WEAPON|DAMAGE|8	SOURCEPAGE:SRD 5.2.1, p.326
Life Drain	KEY:Creature ~ Specter ~ Life Drain	TYPE:Weapon.Natural.Melee.Necrotic	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	SOURCEPAGE:SRD 5.2.1, p.327
Rend	KEY:Creature ~ Sphinx of Wonder ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.327
Claw	KEY:Creature ~ Sphinx of Lore ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|8	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.327
Claw	KEY:Creature ~ Sphinx of Valor ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:4d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|12	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.328
Bite	KEY:Creature ~ Spirit Naga ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.329
Necrotic Ray	KEY:Creature ~ Spirit Naga ~ Necrotic Ray	TYPE:Weapon.Natural.Ranged.Necrotic	DAMAGE:6d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	SOURCEPAGE:SRD 5.2.1, p.329
Needle Sword	KEY:Creature ~ Sprite ~ Needle Sword	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.329
Shortsword	KEY:Creature ~ Spy ~ Shortsword	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.329
Hand Crossbow	KEY:Creature ~ Spy ~ Hand Crossbow	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	RANGE:30	FACT:ShortRange|30	FACT:LongRange|120	SOURCEPAGE:SRD 5.2.1, p.329
Proboscis	KEY:Creature ~ Stirge ~ Proboscis	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.329
Stone Club	KEY:Creature ~ Stone Giant ~ Stone Club	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:3d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.330
Boulder	KEY:Creature ~ Stone Giant ~ Boulder	TYPE:Weapon.Natural.Ranged.Bludgeoning	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|6	RANGE:60	FACT:ShortRange|60	FACT:LongRange|240	SOURCEPAGE:SRD 5.2.1, p.330
Slam	KEY:Creature ~ Stone Golem ~ Slam	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.330
Force Bolt	KEY:Creature ~ Stone Golem ~ Force Bolt	TYPE:Weapon.Natural.Ranged.Force	DAMAGE:4d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	SOURCEPAGE:SRD 5.2.1, p.330
Storm Sword	KEY:Creature ~ Storm Giant ~ Storm Sword	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:4d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|9	SOURCEPAGE:SRD 5.2.1, p.330
Thunderbolt	KEY:Creature ~ Storm Giant ~ Thunderbolt	TYPE:Weapon.Natural.Ranged.Lightning	DAMAGE:2d12	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|9	SOURCEPAGE:SRD 5.2.1, p.330
Fiendish Touch	KEY:Creature ~ Succubus ~ Fiendish Touch	TYPE:Weapon.Natural.Melee.Psychic	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.331
Bite	KEY:Creature ~ Tarrasque ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:4d12	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|19	BONUS:WEAPON|DAMAGE|10	SOURCEPAGE:SRD 5.2.1, p.331
Claw	KEY:Creature ~ Tarrasque ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:4d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|19	BONUS:WEAPON|DAMAGE|10	SOURCEPAGE:SRD 5.2.1, p.331
Tail	KEY:Creature ~ Tarrasque ~ Tail	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:3d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|19	BONUS:WEAPON|DAMAGE|10	SOURCEPAGE:SRD 5.2.1, p.331
Mace	KEY:Creature ~ Tough ~ Mace	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.332
Heavy Crossbow	KEY:Creature ~ Tough ~ Heavy Crossbow	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	RANGE:100	FACT:ShortRange|100	FACT:LongRange|400	SOURCEPAGE:SRD 5.2.1, p.332
Warhammer	KEY:Creature ~ Tough Boss ~ Warhammer	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.332
Heavy Crossbow	KEY:Creature ~ Tough Boss ~ Heavy Crossbow	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	RANGE:100	FACT:ShortRange|100	FACT:LongRange|400	SOURCEPAGE:SRD 5.2.1, p.332
Slam	KEY:Creature ~ Treant ~ Slam	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.333
Hail of Bark	KEY:Creature ~ Treant ~ Hail of Bark	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:4d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.333
Rend	KEY:Creature ~ Troll ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.333
Rend	KEY:Creature ~ Troll Limb ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.333
Hooves	KEY:Creature ~ Unicorn ~ Hooves	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.334
Radiant Horn	KEY:Creature ~ Unicorn ~ Radiant Horn	TYPE:Weapon.Natural.Melee.Radiant	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.334
Umbral Dagger	KEY:Creature ~ Vampire Familiar ~ Umbral Dagger	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	RANGE:20	FACT:ShortRange|20	FACT:LongRange|60	SOURCEPAGE:SRD 5.2.1, p.334
Claw	KEY:Creature ~ Vampire Spawn ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.334
Grave Strike (Vampire Form Only)	KEY:Creature ~ Vampire ~ Grave Strike (Vampire Form Only)	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.335
Shred	KEY:Creature ~ Vrock ~ Shred	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.336
Spear	KEY:Creature ~ Warrior Infantry ~ Spear	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	RANGE:20	FACT:ShortRange|20	FACT:LongRange|60	SOURCEPAGE:SRD 5.2.1, p.336
Greatsword	KEY:Creature ~ Warrior Veteran ~ Greatsword	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.337
Heavy Crossbow	KEY:Creature ~ Warrior Veteran ~ Heavy Crossbow	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	RANGE:100	FACT:ShortRange|100	FACT:LongRange|400	SOURCEPAGE:SRD 5.2.1, p.337
Slam	KEY:Creature ~ Water Elemental ~ Slam	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.337
Bite (Bear or Hybrid Form Only)	KEY:Creature ~ Werebear ~ Bite (Bear or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d12	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.337
Handaxe (Humanoid or Hybrid Form Only)	KEY:Creature ~ Werebear ~ Handaxe (Humanoid or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Slashing	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	RANGE:20	FACT:ShortRange|20	FACT:LongRange|60	SOURCEPAGE:SRD 5.2.1, p.337
Rend (Bear or Hybrid Form Only)	KEY:Creature ~ Werebear ~ Rend (Bear or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.337
Gore (Boar or Hybrid Form Only)	KEY:Creature ~ Wereboar ~ Gore (Boar or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.338
Javelin (Humanoid or Hybrid Form Only)	KEY:Creature ~ Wereboar ~ Javelin (Humanoid or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	RANGE:30	FACT:ShortRange|30	FACT:LongRange|120	SOURCEPAGE:SRD 5.2.1, p.338
Tusk (Boar or Hybrid Form Only)	KEY:Creature ~ Wereboar ~ Tusk (Boar or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.338
Bite (Rat or Hybrid Form Only)	KEY:Creature ~ Wererat ~ Bite (Rat or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.338
Scratch	KEY:Creature ~ Wererat ~ Scratch	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Slashing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	RANGE:30	FACT:ShortRange|30	FACT:LongRange|120	SOURCEPAGE:SRD 5.2.1, p.338
Bite (Tiger or Hybrid Form Only)	KEY:Creature ~ Weretiger ~ Bite (Tiger or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.339
Scratch	KEY:Creature ~ Weretiger ~ Scratch	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.339
